catalogNumber,verbatimDet
Sco018386,"Scorpiones, Hormuridae, Hadogenes granulatus Purcell, 1901"
Sco018387,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco018387,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco018388,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018388,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018389,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018389,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018390,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018390,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018391,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018391,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018392,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018392,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018393,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018393,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018394,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018394,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018395,"Scorpiones, Scorpionidae, Opistophthalmus latimanus austeroides"
Sco018395,"Scorpiones, Scorpionidae, Opistophthalmus austeroides Hewitt, 1914"
Sco018396,"Scorpiones, Vaejovidae, Vejovis (Paruroctonus) mesaensis "
Sco018396,"Scorpiones, Vaejovidae, Smeringurus mesaensis (Stahnke, 1957)"
Sco018397,"Scorpiones, Vaejovidae, Vejovis (Paruroctonus) mesaensis "
Sco018397,"Scorpiones, Vaejovidae, Smeringurus mesaensis (Stahnke, 1957)"
Sco018398,"Scorpiones, Vaejovidae, Vejovis (Paruroctonus) mesaensis "
Sco018398,"Scorpiones, Vaejovidae, Smeringurus mesaensis (Stahnke, 1957)"
Sco018399,"Scorpiones, Vaejovidae, Vejovis (Paruroctonus) mesaensis "
Sco018399,"Scorpiones, Vaejovidae, Smeringurus mesaensis (Stahnke, 1957)"
Sco018400,"Scorpiones, Liochelidae, Hadogenes zumpti"
Sco018400,"Scorpiones, Hormuridae, Hadogenes zumpti Newlands and Cantrell, 1985"
Sco018401,"Scorpiones, Liochelidae, Hadogenes phyllodes"
Sco018401,"Scorpiones, Hormuridae, Hadogenes phyllodes Thorell, 1876"
Sco018402,Pandinus viatoris
Sco018402,"Scorpiones, Scorpionidae, Pandinus viatoris (Pocock, 1890)"
Sco018403,"Scorpiones, Buthidae, Uroplectes carinatus"
Sco018403,"Scorpiones, Buthidae, Uroplectes planimanus (Karsch, 1879)"
Sco018404,"Scorpiones, Buthidae, Uroplectes formosus"
Sco018404,"Scorpiones, Buthidae, Uroplectes formosus Pocock, 1890"
Sco018405,"Scorpiones, Buthidae, Uroplectes formosus"
Sco018405,"Scorpiones, Buthidae, Uroplectes formosus Pocock, 1890"
Sco018406,"Scorpiones, Buthidae, Parabuthus transvaalicus"
Sco018406,"Scorpiones, Buthidae, Parabuthus transvaalicus Purcell, 1899"
Sco018407,"Scorpiones, Buthidae, Parabuthus transvaalicus"
Sco018407,"Scorpiones, Buthidae, Parabuthus transvaalicus Purcell, 1899"
Sco018408,"Scorpiones, Buthidae, Buthus trilineatus"
Sco018408,"Scorpiones, Buthidae, Hottentotta trilineatus (Peters, 1861)"
Sco018409,"Scorpiones, Liochelidae, Hadogenes lawrencei|Determined by: L. Prendini, 2010"
Sco018409,"Scorpiones, Hormuridae, Hadogenes lawrencei Newlands, 1972"
Sco018410,"Scorpiones, Liochelidae, Hadogenes lawrencei|Determined by: L. Prendini, 2010"
Sco018410,"Scorpiones, Hormuridae, Hadogenes lawrencei Newlands, 1972"
Sco018411,"Scorpiones, Liochelidae, Hadogenes lawrencei|Determined by: L. Prendini, 2010"
Sco018411,"Scorpiones, Hormuridae, Hadogenes lawrencei Newlands, 1972"
Sco018412,"Scorpiones, Liochelidae, Hadogenes lawrencei|Determined by: L. Prendini, 2010"
Sco018412,"Scorpiones, Hormuridae, Hadogenes lawrencei Newlands, 1972"
Sco018413,"Scorpiones, Buthidae, Buthus occitanus mardochei"
Sco018413,"Scorpiones, Buthidae, Buthus mardochei Simon, 1878"
Sco018414,"Scorpiones, Liochelidae, Hadogenes troglodytes"
Sco018414,"Scorpiones, Hormuridae, Hadogenes troglodytes (Peters, 1861)"
Sco018415,"Scorpiones, Liochelidae, Hadogenes troglodytes"
Sco018415,"Scorpiones, Hormuridae, Hadogenes troglodytes (Peters, 1861)"
Sco018416,"Scorpiones, Liochelidae, Hadogenes troglodytes"
Sco018416,"Scorpiones, Hormuridae, Hadogenes troglodytes (Peters, 1861)"
Sco018417,"Scorpiones, Liochelidae, Hadogenes troglodytes"
Sco018417,"Scorpiones, Hormuridae, Hadogenes troglodytes (Peters, 1861)"
Sco018418,"Scorpiones, Liochelidae, Hadogenes zumpti"
Sco018418,"Scorpiones, Hormuridae, Hadogenes zumpti Newlands and Cantrell, 1985"
Sco018745,"Scorpiones, Buthidae, Parabuthus planicauda (Pocock, 1889)"
Sco018857,Scorpiones
Sco018872,"Scorpiones, Buthidae, Parabuthus villosus"
Sco018873,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018873,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018874,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018874,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018875,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018875,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018876,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018876,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018877,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018877,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018878,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018878,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018879,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018879,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018880,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018880,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018881,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018881,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018882,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018882,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018883,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018883,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018884,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018884,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018885,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018885,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018886,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018886,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018887,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018887,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018888,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018888,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018889,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018889,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018890,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018890,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018891,"Scorpiones, Liochelidae, Opisthacanthus africanus"
Sco018891,"Scorpiones, Hormuridae, Opisthacanthus lamorali Lourenço, 1981"
Sco018953,"Scorpiones, Buthidae, Parabuthus capensis (Ehrenberg, 1831)"
Sco019079,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019079,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019080,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019080,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019081,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019081,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019082,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019082,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019083,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019083,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019084,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019084,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019085,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019085,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019086,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019086,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019087,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019087,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019088,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019088,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019089,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019089,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019090,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019090,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019091,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019091,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019092,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019092,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019093,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019093,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019094,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019094,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019095,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019095,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019096,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019096,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019097,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019097,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019098,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019098,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019099,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019099,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019100,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019100,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019101,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019101,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019102,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019102,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019103,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019103,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019104,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019104,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019105,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019105,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019106,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019106,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019107,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019107,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019108,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019108,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019109,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019109,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019110,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019110,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019111,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019111,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019112,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019112,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019113,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019113,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019114,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019114,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019115,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019115,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019116,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019116,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019117,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019117,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019118,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019118,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019119,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019119,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019120,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019120,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019121,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019121,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019122,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019122,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019123,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019123,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019124,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019124,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019125,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019125,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019126,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019126,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019127,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019127,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019128,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019128,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019129,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019129,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019130,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019130,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019131,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019131,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019132,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019132,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019133,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019133,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019134,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019134,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019135,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019135,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019136,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019136,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019137,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco019137,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco019462,"Scorpiones, Scorpioniidae, Opistophthalmus carinatus"
Sco019462,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco019463,"Scorpiones, Scorpionidae, Opistophthalmus pugnax"
Sco019463,"Scorpiones, Scorpionidae, Opistophthalmus pugnax Thorell, 1876"
Sco019464,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons"
Sco019464,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019465,"Scorpiones, Scorpioniidae, Opistophthalmus wahlbergii"
Sco019465,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019466,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019466,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019467,"Scorpiones, Scorpioniidae, Opistophthalmus glabrifrons"
Sco019467,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019468,"Scorpiones, Scorpioniidae, Opistophthalmus carinatus"
Sco019468,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco019469,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019469,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019470,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons"
Sco019470,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019471,"Scorpiones, Scorpioniidae, Opistophthalmus scabrifrons"
Sco019471,"Scorpiones, Scorpionidae, Opistophthalmus coetzeei Lamoral, 1979"
Sco019472,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019472,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019473,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019473,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019474,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019474,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019475,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019475,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019476,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019476,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019477,"Scorpiones, Scorpioniidae, Opistophthalmus wahlbergii"
Sco019477,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019478,"Scorpiones, Scorpioniidae, Opistophthalmus wahlbergii"
Sco019478,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019479,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii"
Sco019479,"Scorpiones, Scorpionidae, Opistophthalmus nitidiceps Pocock, 1896"
Sco019480,"Scorpiones, Scorpioniidae, Opistophthalmus wahlbergii"
Sco019480,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019481,"Scorpiones, Scorpionidae, Opistophthalmus macer"
Sco019481,"Scorpiones, Scorpionidae, Opistophthalmus macer Thorell, 1876"
Sco019482,"Scorpiones, Scorpioniidae, Opistophthalmus glabrifrons"
Sco019482,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019483,"Scorpiones, Scorpioniidae, Opistophthalmus glabrifrons"
Sco019483,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019484,"Scorpiones, Scorpionidae, Opistophthalmus brevicauada"
Sco019484,"Scorpiones, Scorpionidae, Opistophthalmus brevicauda Lawrence, 1928"
Sco019485,"Scorpiones, Scorpioniidae, Opistophthalmus wahlbergii"
Sco019485,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019486,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco019486,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco019487,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco019487,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco019488,"Scorpiones, Scorpioniidae, Opistophthalmus carinatus"
Sco019488,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco019489,"Scorpiones, Scorpioniidae, Opistophthalmus carinatus"
Sco019489,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco019490,"Scorpiones, Scorpioniidae, Opistophthalmus glabrifrons"
Sco019490,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019491,"Scorpiones, Scorpionidae, Opistophthalmus gibbericauda|Determined by: L. Prendini, 1998"
Sco019491,"Scorpiones, Scorpionidae, Opistophthalmus gibbericauda Lamoral, 1979"
Sco019492,"Scorpiones, Scorpionidae, Opistophthalmus capensis"
Sco019492,"Scorpiones, Scorpionidae, Opistophthalmus capensis (Herbst, 1800)"
Sco019493,"Scorpiones, Scorpioniidae, Opistophthalmus wahlbergii"
Sco019493,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco019494,"Scorpiones, Scorpioniidae, Opistophthalmus glabrifrons"
Sco019494,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco019798,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco019798,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019799,"Scorpiones, Liochelidae, Hadogenes tityrus"
Sco019799,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019800,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco019800,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019801,"Scorpiones, Liochelidae, Hadogenes"
Sco019801,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019802,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco019802,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019803,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco019803,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019804,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco019804,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco019805,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
